Date,High,Low,Open,Close,Volume,Adj Close
2010-02-08,488.0,465.0,480.04998779296875,478.70001220703125,2858050.0,400.9031982421875
2010-02-09,483.94000244140625,473.6700134277344,477.0,479.4599914550781,1798960.0,401.5395812988281
2010-02-10,484.7699890136719,473.3399963378906,481.0,476.07000732421875,3316605.0,398.7005310058594
2010-02-11,484.0,475.0,479.3999938964844,476.5,1597575.0,399.0606689453125
2010-02-15,480.79998779296875,472.30999755859375,472.30999755859375,478.17999267578125,1815300.0,400.4676208496094
2010-02-16,490.0,476.0400085449219,478.79998779296875,485.6400146484375,1438905.0,406.7153015136719
2010-02-17,495.0,488.3999938964844,488.3999938964844,492.7900085449219,1747545.0,412.7032470703125
2010-02-18,497.79998779296875,489.0,491.010009765625,496.19000244140625,1720570.0,415.55072021484375
2010-02-19,499.79998779296875,485.57000732421875,493.94000244140625,496.0,2053805.0,415.3915710449219
2010-02-22,504.79998779296875,496.1000061035156,500.0,496.9200134277344,1629420.0,416.162109375
2010-02-23,507.0,492.4700012207031,493.6000061035156,503.739990234375,3142610.0,421.87371826171875
2010-02-24,506.760009765625,497.0,501.0,498.57000732421875,1770885.0,417.5439453125
2010-02-25,505.5899963378906,491.3299865722656,499.79998779296875,492.5,2176185.0,412.46038818359375
2010-02-26,505.94000244140625,489.1600036621094,494.9599914550781,500.05999755859375,2828490.0,418.7917175292969
2010-03-02,514.4000244140625,499.0899963378906,503.05999755859375,512.0599975585938,3122775.0,428.8415832519531
2010-03-03,522.0,509.0799865722656,511.0,520.9299926757812,3366985.0,436.2701110839844
2010-03-04,522.47998046875,516.0,518.7999877929688,519.239990234375,2140575.0,434.854736328125
2010-03-05,525.5499877929688,515.0,521.2000122070312,517.6699829101562,1984085.0,433.539794921875
2010-03-08,524.7999877929688,517.0,520.4000244140625,522.25,2110775.0,437.37554931640625
2010-03-09,533.0,517.3200073242188,521.4000244140625,531.8499755859375,4408740.0,445.41534423828125
2010-03-10,542.4000244140625,530.219970703125,532.7999877929688,541.1500244140625,4806005.0,453.20404052734375
2010-03-11,543.0,536.5,540.2000122070312,540.3099975585938,2195310.0,452.5005187988281
2010-03-12,544.0,534.280029296875,540.510009765625,543.1400146484375,2785990.0,454.8706359863281
2010-03-15,543.1400146484375,533.4000244140625,541.0,535.0499877929688,1720195.0,448.0952453613281
2010-03-16,540.719970703125,530.5999755859375,536.0,537.77001953125,2658345.0,450.3732604980469
2010-03-17,546.9500122070312,538.5999755859375,541.0,545.3499755859375,2037165.0,456.7213439941406
2010-03-18,551.9000244140625,544.0599975585938,547.0,547.5900268554688,2639660.0,458.59735107421875
2010-03-19,549.0,535.6199951171875,548.0,538.8900146484375,5641900.0,451.3112487792969
2010-03-22,536.989990234375,520.2000122070312,536.4000244140625,524.969970703125,4131245.0,439.6534423828125
2010-03-23,528.760009765625,522.02001953125,528.760009765625,524.3099975585938,3441455.0,439.10076904296875
2010-03-25,524.780029296875,512.3400268554688,522.0,517.22998046875,8878320.0,433.1713562011719
2010-03-26,528.0,518.4199829101562,519.52001953125,522.5999755859375,2220140.0,437.66864013671875
2010-03-29,537.0,523.02001953125,524.9400024414062,532.219970703125,3507575.0,445.7252197265625
2010-03-30,537.9400024414062,526.2000122070312,534.02001953125,527.739990234375,2555415.0,441.9732666015625
2010-03-31,546.739990234375,523.2000122070312,533.5999755859375,543.4400024414062,4273085.0,455.1217956542969
2010-04-01,558.7999877929688,543.0,543.97998046875,556.510009765625,3274475.0,466.0677185058594
2010-04-05,560.9400024414062,553.5900268554688,559.0,559.010009765625,2319815.0,468.1615295410156
2010-04-06,567.0,555.4000244140625,561.02001953125,564.989990234375,2782870.0,473.1695251464844
2010-04-07,566.4000244140625,556.0,566.0,561.3099975585938,1860015.0,470.0875549316406
2010-04-08,562.5999755859375,543.0,562.5999755859375,545.1799926757812,2410810.0,456.5790100097656
2010-04-09,569.9000244140625,546.219970703125,546.219970703125,568.6099853515625,3848695.0,476.20123291015625
2010-04-12,571.3200073242188,558.239990234375,569.0,565.5599975585938,3374470.0,473.6468811035156
2010-04-13,568.4000244140625,548.27001953125,551.1300048828125,549.6599731445312,3390495.0,460.3309631347656
2010-04-15,558.0,536.2000122070312,558.0,537.9400024414062,4899270.0,450.5156555175781
2010-04-16,539.4000244140625,528.530029296875,537.7999877929688,534.9199829101562,2730820.0,447.9864501953125
2010-04-19,543.0,523.6900024414062,528.2000122070312,538.6300048828125,3561380.0,451.093505859375
2010-04-20,543.3599853515625,533.0499877929688,540.0,540.5700073242188,3150750.0,452.7181701660156
2010-04-21,544.0,538.02001953125,542.0,540.9600219726562,2005065.0,453.04486083984375
2010-04-22,556.4000244140625,538.030029296875,539.7999877929688,547.3300170898438,3807440.0,458.3796081542969
2010-04-23,549.9600219726562,541.3499755859375,544.0,545.47998046875,2732620.0,456.8302001953125
2010-04-26,567.9400024414062,547.0499877929688,548.0,565.9500122070312,4078315.0,473.9735107421875
2010-04-27,576.3400268554688,557.4000244140625,564.7999877929688,570.5800170898438,3640735.0,477.85107421875
2010-04-28,571.5999755859375,558.3900146484375,562.0,561.280029296875,2537835.0,470.0623779296875
2010-04-29,573.5800170898438,562.4500122070312,566.0,566.530029296875,3198530.0,474.4594421386719
2010-04-30,571.5599975585938,559.4000244140625,568.0,562.7899780273438,2213340.0,471.3270263671875
2010-05-03,569.7999877929688,558.5999755859375,559.989990234375,560.3200073242188,4067140.0,469.258544921875
2010-05-04,569.5399780273438,561.5999755859375,567.0,564.52001953125,3891905.0,472.7759094238281
2010-05-05,562.2999877929688,553.2000122070312,560.02001953125,560.22998046875,3331615.0,469.1831970214844
2010-05-06,560.5800170898438,544.0599975585938,558.0,550.5599975585938,2908385.0,461.0845947265625
2010-05-07,549.5599975585938,538.0999755859375,547.0,545.3599853515625,2582935.0,456.7298278808594
2010-05-10,559.7999877929688,549.5999755859375,551.4199829101562,557.8699951171875,4465585.0,467.20672607421875
2010-05-11,560.0,550.5999755859375,553.02001953125,554.6599731445312,2246230.0,464.5183410644531
2010-05-12,559.7999877929688,550.2000122070312,559.2000122070312,555.8099975585938,1905265.0,465.48150634765625
2010-05-13,563.6799926757812,556.2000122070312,560.8800048828125,561.75,2373895.0,470.4561462402344
2010-05-14,563.9000244140625,552.0,557.1099853515625,555.3599853515625,1627320.0,465.1045227050781
2010-05-17,555.0999755859375,543.0,550.010009765625,551.8900146484375,2039345.0,462.19854736328125
2010-05-18,556.9000244140625,542.5999755859375,551.0,548.0,1526620.0,458.940673828125
2010-05-19,547.5999755859375,533.4000244140625,544.7999877929688,534.739990234375,2819005.0,447.835693359375
2010-05-20,545.0,529.2899780273438,537.739990234375,542.0999755859375,2776965.0,453.9994201660156
2010-05-21,547.72998046875,530.25,534.0,542.0399780273438,2335165.0,453.94927978515625
2010-05-24,549.9500122070312,530.4000244140625,545.0,532.8200073242188,4748150.0,446.227783203125
2010-05-25,531.5599975585938,520.0,530.9400024414062,522.02001953125,2367280.0,437.18292236328125
2010-05-26,542.3900146484375,524.3099975585938,526.9600219726562,539.010009765625,2287015.0,451.41168212890625
2010-05-27,558.0,534.4199829101562,537.5999755859375,552.760009765625,3807235.0,462.92724609375
2010-05-28,560.5999755859375,552.25,554.5999755859375,558.030029296875,3025465.0,467.3406982421875
2010-05-31,560.97998046875,552.2999877929688,554.4500122070312,557.9500122070312,2111605.0,467.2737121582031
2010-06-01,555.2000122070312,540.1699829101562,555.0,541.3599853515625,1793485.0,453.37994384765625
2010-06-02,549.97998046875,537.8200073242188,547.5999755859375,542.1199951171875,3204135.0,454.0163879394531
2010-06-03,551.5999755859375,544.8800048828125,546.3099975585938,547.0399780273438,1824265.0,458.13677978515625
2010-06-04,550.8800048828125,544.0,544.0,549.780029296875,1834610.0,460.4314880371094
2010-06-07,542.1199951171875,532.02001953125,540.0,534.2000122070312,2008235.0,447.3835144042969
2010-06-08,550.4000244140625,533.52001953125,536.8800048828125,540.4400024414062,3281800.0,452.60931396484375
2010-06-09,549.97998046875,536.1400146484375,538.7999877929688,541.030029296875,2380005.0,453.1034851074219
2010-06-10,551.0,541.3400268554688,542.0,549.97998046875,1968400.0,460.598876953125
2010-06-11,564.5999755859375,551.0,552.0,561.780029296875,5700505.0,470.4811706542969
2010-06-14,569.3599853515625,562.0900268554688,563.4000244140625,567.47998046875,3148775.0,475.2549743652344
2010-06-15,573.989990234375,566.02001953125,566.02001953125,571.8099975585938,3242945.0,478.8812561035156
2010-06-16,584.8800048828125,572.0599975585938,572.3099975585938,582.5800170898438,5974455.0,487.9010009765625
2010-06-17,591.3900146484375,569.5999755859375,569.5999755859375,586.5499877929688,3673930.0,491.2257385253906
2010-06-18,588.0599975585938,582.4299926757812,585.0,586.0900268554688,2104485.0,490.84039306640625
2010-06-21,605.469970703125,589.0,591.2000122070312,597.0900268554688,3353045.0,500.0528869628906
2010-06-22,599.469970703125,593.2000122070312,593.3200073242188,595.8499755859375,1943105.0,499.0141296386719
2010-06-23,600.4000244140625,592.3099975585938,594.5999755859375,598.72998046875,2452705.0,501.42620849609375
2010-06-24,608.0,595.27001953125,599.2000122070312,604.4600219726562,5550370.0,506.22491455078125
2010-06-25,601.780029296875,585.2000122070312,601.780029296875,587.0800170898438,2140330.0,491.6695861816406
2010-06-28,594.0,583.02001953125,585.5999755859375,591.75,1699815.0,495.5805969238281
2010-06-29,591.75,578.4000244140625,591.75,580.530029296875,2829930.0,492.17236328125
2010-06-30,591.739990234375,574.1199951171875,577.0,588.8400268554688,2909430.0,499.21759033203125
2010-07-01,586.9199829101562,579.2000122070312,586.4000244140625,583.0800170898438,1416040.0,494.3343811035156
2010-07-02,587.5800170898438,581.3200073242188,583.0800170898438,583.25,968520.0,494.47857666015625
2010-07-05,589.7999877929688,580.1400146484375,582.0,587.8699951171875,1350020.0,498.3951721191406
2010-07-06,590.4199829101562,585.02001953125,588.9600219726562,589.0,1015485.0,499.3532409667969
2010-07-07,590.0,579.3400268554688,590.0,581.010009765625,1552965.0,492.579345703125
2010-07-08,591.5999755859375,585.030029296875,586.5999755859375,588.3400268554688,1323105.0,498.79376220703125
2010-07-09,597.0,590.02001953125,590.02001953125,593.280029296875,1964245.0,502.9819030761719
2010-07-12,604.75,594.0499877929688,597.4000244140625,600.6699829101562,2701990.0,509.2471923828125
2010-07-13,615.2000122070312,601.4000244140625,601.5999755859375,612.8599853515625,4028250.0,519.5817260742188
2010-07-14,629.0,608.8499755859375,615.7999877929688,615.3699951171875,6297465.0,521.7097778320312
2010-07-15,617.760009765625,605.010009765625,616.0,608.9299926757812,3947895.0,516.2499389648438
2010-07-16,611.97998046875,601.2000122070312,610.2000122070312,603.969970703125,3231560.0,512.0448608398438
2010-07-19,616.02001953125,598.8400268554688,598.8400268554688,611.9099731445312,2706245.0,518.7762451171875
2010-07-20,617.4000244140625,600.8099975585938,614.6099853515625,602.719970703125,1511775.0,510.98504638671875
2010-07-21,609.5999755859375,592.4600219726562,604.4000244140625,594.0800170898438,3318015.0,503.66009521484375
2010-07-22,604.97998046875,591.0900268554688,594.0,603.5399780273438,2779260.0,511.6802673339844
2010-07-23,608.5800170898438,596.47998046875,605.1099853515625,598.6900024414062,2574805.0,507.5685119628906
2010-07-26,604.3499755859375,590.4199829101562,603.3599853515625,591.7100219726562,2560400.0,501.65081787109375
2010-07-27,597.4000244140625,584.7000122070312,590.0,587.7999877929688,3488080.0,498.3359375
2010-07-28,592.4500122070312,576.0,589.0,579.1099853515625,3602515.0,490.96856689453125
2010-07-29,599.0,580.219970703125,580.219970703125,595.3800048828125,6134825.0,504.7623291015625
2010-07-30,600.02001953125,590.7999877929688,600.02001953125,596.0499877929688,2533820.0,505.330322265625
2010-08-02,606.0,593.52001953125,601.0,604.8099975585938,3734640.0,512.7569580078125
2010-08-03,611.7999877929688,601.1500244140625,605.4400024414062,610.2999877929688,2822205.0,517.411376953125
2010-08-04,615.0,602.260009765625,610.2999877929688,612.0,2523650.0,518.8526611328125
2010-08-05,614.0,604.4199829101562,612.0,605.760009765625,1580950.0,513.5623779296875
2010-08-06,618.4400024414062,601.4000244140625,605.7999877929688,613.8400268554688,2585295.0,520.4127197265625
2010-08-09,624.0,612.1699829101562,614.5999755859375,623.1099853515625,2626760.0,528.271728515625
2010-08-10,625.780029296875,613.0,623.219970703125,614.6400146484375,2165150.0,521.0908203125
2010-08-11,616.9600219726562,598.219970703125,616.9600219726562,599.75,2734005.0,508.4671325683594
2010-08-12,600.9600219726562,592.8800048828125,597.7999877929688,597.1199951171875,1829205.0,506.2373046875
2010-08-13,605.4000244140625,596.239990234375,597.0,599.1799926757812,1904955.0,507.9837646484375
2010-08-16,603.8800048828125,591.219970703125,600.0,594.780029296875,1517575.0,504.2535705566406
2010-08-17,606.260009765625,592.02001953125,594.7999877929688,601.7899780273438,3714220.0,510.1966247558594
2010-08-18,668.7000122070312,595.25,630.0,621.2000122070312,3355656.0,526.6524658203125
2010-08-19,649.0999755859375,622.0999755859375,625.0,645.0499877929688,4595673.0,546.8723754882812
2010-08-20,645.0499877929688,634.5999755859375,645.0499877929688,639.9500122070312,2078531.0,542.5486450195312
2010-08-23,644.9500122070312,627.5999755859375,638.0,629.5999755859375,2908192.0,533.77392578125
2010-08-24,632.7999877929688,616.2000122070312,630.5,624.25,1789162.0,529.2380981445312
2010-08-25,628.7999877929688,615.0,621.0,620.0499877929688,3388027.0,525.6774291992188
2010-08-26,632.7000122070312,617.25,624.0,628.4500122070312,4420724.0,532.7990112304688
2010-08-27,634.7999877929688,618.0999755859375,628.0,623.1500244140625,2578629.0,528.3055419921875
2010-08-30,632.5,624.5999755859375,627.0,627.8499755859375,1817980.0,532.2902221679688
2010-08-31,631.4500122070312,613.2999877929688,621.0,627.0,3928033.0,531.569580078125
2010-09-01,634.75,621.0,631.0,623.0999755859375,2824157.0,528.26318359375
2010-09-02,635.0,622.1500244140625,628.0,632.5499877929688,2695616.0,536.2748413085938
2010-09-03,636.7999877929688,628.0,634.0999755859375,630.8499755859375,2515082.0,534.8336181640625
2010-09-06,642.5,631.0999755859375,635.0,636.2999877929688,2400775.0,539.4542236328125
2010-09-07,638.7000122070312,627.0,638.7000122070312,633.0,1416139.0,536.6564331054688
2010-09-08,634.9500122070312,627.5,630.0,630.5499877929688,1614196.0,534.5791625976562
2010-09-09,634.6500244140625,625.6500244140625,631.0,629.9500122070312,2552476.0,534.070556640625
2010-09-13,669.0,631.2000122070312,634.6500244140625,665.4000244140625,4078556.0,564.1250610351562
2010-09-14,681.7000122070312,663.0,670.0,672.5,2894361.0,570.14453125
2010-09-15,687.2000122070312,671.0499877929688,675.0,683.9000244140625,2345313.0,579.8093872070312
2010-09-16,709.4500122070312,680.2000122070312,683.9000244140625,691.6500244140625,3362775.0,586.3798217773438
2010-09-17,699.7999877929688,680.0499877929688,693.0,683.6500244140625,5262567.0,579.5973510742188
2010-09-20,710.0,685.0,689.0,706.2999877929688,3773782.0,598.800048828125
2010-09-21,735.6500244140625,705.0,705.0,721.5999755859375,6152529.0,611.7713623046875
2010-09-22,736.5,717.5,723.0,733.7000122070312,3316405.0,622.0296630859375
2010-09-23,742.5,723.2000122070312,742.5,729.2999877929688,3251776.0,618.2994384765625
2010-09-24,735.9000244140625,721.5,728.0,732.9000244140625,3053709.0,621.3514404296875
2010-09-27,738.0,724.4000244140625,736.4500122070312,728.4500122070312,3973783.0,617.578857421875
2010-09-28,730.0999755859375,705.0,728.4500122070312,712.4500122070312,5657027.0,604.0138549804688
2010-09-29,720.0499877929688,698.9500122070312,712.4500122070312,707.0,3357662.0,599.3936157226562
2010-09-30,738.2999877929688,701.6500244140625,701.6500244140625,733.2000122070312,6832220.0,621.6058349609375
2010-10-01,747.4500122070312,730.0499877929688,735.0,743.3499755859375,2484989.0,630.2110595703125
2010-10-04,766.9000244140625,739.5,748.0,760.3499755859375,5474707.0,644.6234130859375
2010-10-05,765.0,675.0,675.0,741.3499755859375,3116611.0,628.5153198242188
2010-10-06,755.0,738.2000122070312,747.0499877929688,745.0499877929688,1914318.0,631.6522216796875
2010-10-07,749.9000244140625,722.25,749.9000244140625,725.7999877929688,3626961.0,615.33203125
2010-10-08,734.7000122070312,709.0,734.0,717.3499755859375,3022726.0,608.168212890625
2010-10-11,860.7999877929688,711.0999755859375,751.0,721.0999755859375,2306408.0,611.3474731445312
2010-10-12,725.0,696.0499877929688,725.0,708.0499877929688,2688911.0,600.2837524414062
2010-10-13,740.75,699.0999755859375,713.7999877929688,739.9000244140625,6564215.0,627.2860717773438
2010-10-14,750.0,729.0499877929688,750.0,733.3499755859375,2671564.0,621.7329711914062
2010-10-15,743.0,725.0499877929688,735.0,727.1500244140625,2310795.0,616.4766845703125
2010-10-18,763.5,701.0,763.5,724.4000244140625,3937451.0,614.145263671875
2010-10-19,732.5999755859375,715.4000244140625,726.0,720.6500244140625,3689899.0,610.9660034179688
2010-10-20,719.5,694.1500244140625,719.5,697.9000244140625,4196149.0,591.6785278320312
2010-10-21,708.9000244140625,692.25,703.7000122070312,704.75,5981874.0,597.4859619140625
2010-10-22,709.4000244140625,685.0499877929688,708.0,691.9500122070312,3769513.0,586.6342163085938
2010-10-25,711.9500122070312,695.0,700.0,706.5,3238963.0,598.9697265625
2010-10-26,709.0,695.0,709.0,696.3499755859375,3311992.0,590.3644409179688
2010-10-27,699.4000244140625,672.0999755859375,699.4000244140625,678.0499877929688,4989293.0,574.8497314453125
2010-10-28,699.4000244140625,676.2000122070312,685.0,692.2000122070312,5870282.0,586.8461303710938
2010-10-29,702.0,677.0,701.0,687.7000122070312,2615809.0,583.031005859375
2010-11-01,712.4000244140625,690.7999877929688,700.0,710.7000122070312,3721196.0,602.5303344726562
2010-11-02,717.0,698.7999877929688,712.9000244140625,702.7999877929688,3364933.0,595.8327026367188
2010-11-03,718.4000244140625,704.0,707.0,715.9500122070312,2629467.0,606.9813842773438
2010-11-04,743.5999755859375,719.0,722.9500122070312,739.7000122070312,5480327.0,627.1165161132812
2010-11-08,740.0,720.5,740.0,726.2000122070312,1790247.0,615.6712646484375
2010-11-09,730.0,714.2000122070312,730.0,725.4500122070312,2228858.0,615.0353393554688
2010-11-10,730.75,721.25,728.7999877929688,725.3499755859375,2100543.0,614.9506225585938
2010-11-11,730.0,710.0,730.0,712.0999755859375,1574235.0,603.7174072265625
2010-11-12,726.5,708.2000122070312,714.9000244140625,716.0499877929688,3120432.0,607.06591796875
2010-11-15,716.75,703.0,715.0,710.2000122070312,1141333.0,602.1064453125
2010-11-16,721.0999755859375,693.8499755859375,710.0,698.4000244140625,2597213.0,592.1024780273438
2010-11-18,722.9000244140625,694.9500122070312,722.9000244140625,700.3499755859375,4678518.0,593.7555541992188
2010-11-19,708.5,691.5999755859375,704.7999877929688,695.3499755859375,2337073.0,589.5166625976562
2010-11-22,720.0,699.25,699.9000244140625,719.0999755859375,2498916.0,609.65185546875
2010-11-23,715.1500244140625,694.75,714.9000244140625,699.6500244140625,2602079.0,593.1622924804688
2010-11-24,705.0,682.0499877929688,705.0,688.2999877929688,2292162.0,583.5396728515625
2010-11-25,707.7999877929688,685.7999877929688,692.0,695.9500122070312,3336692.0,590.025390625
2010-11-26,701.0499877929688,673.75,700.0,684.9500122070312,2688931.0,580.6996459960938
2010-11-29,699.0,686.0,693.9000244140625,694.8499755859375,2103645.0,589.0927124023438
2010-11-30,696.0,678.2000122070312,693.0,686.6500244140625,3086241.0,582.140869140625
2010-12-01,701.5999755859375,685.7999877929688,693.9000244140625,697.75,2375909.0,591.5513916015625
2010-12-02,710.0,700.0499877929688,710.0,705.5,2877673.0,598.121826171875
2010-12-03,708.9000244140625,692.75,708.9000244140625,695.2999877929688,2115580.0,589.4742431640625
2010-12-06,712.0,699.0,704.9000244140625,704.8499755859375,2224334.0,597.5707397460938
2010-12-07,708.8499755859375,695.0999755859375,708.8499755859375,700.7999877929688,1897509.0,594.1371459960938
2010-12-08,702.3499755859375,681.7000122070312,691.2000122070312,684.75,3099297.0,580.5299682617188
2010-12-09,690.0,662.5,690.0,671.9500122070312,5026521.0,569.67822265625
2010-12-10,673.75,660.0499877929688,673.75,668.5999755859375,4392341.0,566.837890625
2010-12-13,695.0,669.0499877929688,674.0499877929688,693.75,2801933.0,588.1602172851562
2010-12-14,697.2000122070312,683.4000244140625,697.0,692.75,1599301.0,587.3124389648438
2010-12-15,695.0,678.5499877929688,693.0,685.4500122070312,1819761.0,581.1234130859375
2010-12-16,692.7999877929688,671.5,689.6500244140625,688.5,1860073.0,583.709228515625
2010-12-20,702.0,680.5999755859375,690.5,692.2999877929688,2610933.0,586.930908203125
2010-12-21,704.4000244140625,695.0999755859375,695.0999755859375,699.0999755859375,1451468.0,592.69580078125
2010-12-22,703.9500122070312,694.1500244140625,703.9500122070312,697.75,1720482.0,591.5513916015625
2010-12-23,704.75,696.1500244140625,704.75,701.7999877929688,1541210.0,594.9849853515625
2010-12-24,702.0,690.0,690.0,698.9000244140625,1177108.0,592.5264282226562
2010-12-27,703.9000244140625,693.75,700.0,696.0499877929688,1036540.0,590.110107421875
2010-12-28,702.9000244140625,694.25,696.1500244140625,700.4000244140625,1004836.0,593.7980346679688
2010-12-29,719.5,700.9500122070312,701.7999877929688,717.4000244140625,1721265.0,608.2105102539062
2010-12-30,731.75,712.5499877929688,712.5499877929688,729.2000122070312,2819143.0,618.2145385742188
2010-12-31,734.0,718.0,728.0,728.3499755859375,1673084.0,617.4939575195312
2011-01-03,737.9000244140625,724.0,737.9000244140625,728.2000122070312,768310.0,617.3668823242188
2011-01-04,738.7999877929688,725.2999877929688,731.0,731.75,2071437.0,620.37646484375
2011-01-05,727.7999877929688,706.1500244140625,727.7999877929688,708.0999755859375,1346235.0,600.3259887695312
2011-01-06,714.7000122070312,700.7999877929688,713.7000122070312,706.9000244140625,1579745.0,599.3087768554688
2011-01-07,708.7000122070312,680.0,703.0999755859375,683.9000244140625,2377426.0,579.8093872070312
2011-01-10,683.0,650.8499755859375,680.5999755859375,653.5999755859375,3067513.0,554.1210327148438
2011-01-11,669.0999755859375,649.0499877929688,659.9500122070312,659.3499755859375,4162819.0,558.9959106445312
2011-01-12,687.25,649.7000122070312,664.7999877929688,680.6500244140625,2651175.0,577.0540771484375
2011-01-13,687.5,664.1500244140625,687.5,667.3499755859375,3100863.0,565.7781982421875
2011-01-14,677.7999877929688,635.0999755859375,671.0999755859375,641.75,4893952.0,544.07470703125
2011-01-17,667.1500244140625,637.5999755859375,643.9000244140625,663.6500244140625,6630267.0,562.6414184570312
2011-01-18,668.9500122070312,650.0,668.7000122070312,658.3499755859375,1534814.0,558.1481323242188
2011-01-19,661.9000244140625,651.0,658.3499755859375,653.0999755859375,2039642.0,553.697265625
2011-01-20,665.5999755859375,646.7000122070312,651.0,660.5999755859375,1667697.0,560.0556030273438
2011-01-21,661.4500122070312,648.0999755859375,660.0,651.2000122070312,1919229.0,552.0863037109375
2011-01-24,676.0,650.9000244140625,657.2999877929688,669.4500122070312,2705161.0,567.5587768554688
2011-01-25,682.7999877929688,664.8499755859375,668.5,670.2000122070312,2699275.0,568.1944580078125
2011-01-27,677.7999877929688,660.0499877929688,677.7999877929688,667.0999755859375,3218239.0,565.5662231445312
2011-01-28,673.0,639.0999755859375,673.0,645.25,4665888.0,547.0419921875
2011-01-31,641.0,616.0999755859375,635.0499877929688,628.3499755859375,4233907.0,532.7141723632812
2011-02-01,648.3499755859375,629.5999755859375,633.4500122070312,633.25,4698371.0,536.8684692382812
2011-02-02,644.0,613.2999877929688,642.2999877929688,617.4500122070312,4141895.0,523.4732055664062
2011-02-03,629.7999877929688,615.0499877929688,621.9000244140625,624.2999877929688,2006481.0,529.280517578125
2011-02-04,632.9000244140625,600.0999755859375,624.0,604.1500244140625,2633100.0,512.1973876953125
2011-02-07,615.0,586.5499877929688,615.0,590.6500244140625,2778429.0,500.75225830078125
2011-02-08,603.0,584.5,596.0,589.1500244140625,4389202.0,499.4804992675781
2011-02-09,616.4500122070312,582.2999877929688,584.0999755859375,608.2999877929688,6703472.0,515.7157592773438
2011-02-10,618.4000244140625,589.1500244140625,610.25,595.8499755859375,5138812.0,505.1605529785156
2011-02-11,626.0499877929688,597.2000122070312,600.4500122070312,623.1500244140625,4729277.0,528.3055419921875
2011-02-14,645.0,624.5,632.7000122070312,642.7999877929688,2622477.0,544.96484375
2011-02-15,653.0,633.7000122070312,641.2000122070312,646.5999755859375,2396664.0,548.1864624023438
2011-02-16,646.8499755859375,624.0,642.2999877929688,626.9000244140625,3532475.0,531.4849243164062
2011-02-17,652.7999877929688,628.5,630.0999755859375,650.0499877929688,2934055.0,551.111328125
2011-02-18,663.7999877929688,639.0999755859375,653.5499877929688,643.8499755859375,4046717.0,545.85498046875
2011-02-21,651.9000244140625,635.0,636.2999877929688,648.0999755859375,2025818.0,549.4581909179688
2011-02-22,646.5499877929688,636.0499877929688,643.7999877929688,641.0999755859375,2000449.0,543.5236206054688
2011-02-23,661.5,641.7999877929688,642.7000122070312,647.0,5009694.0,548.525634765625
2011-02-24,647.7999877929688,610.0,641.5,616.7999877929688,5518105.0,522.9221801757812
2011-02-25,631.2000122070312,611.4000244140625,624.8499755859375,623.5999755859375,3275493.0,528.6870727539062
2011-02-28,652.9000244140625,623.0999755859375,630.0999755859375,629.2000122070312,3977911.0,533.434814453125
2011-03-01,654.8499755859375,635.0,637.2000122070312,650.75,2646398.0,551.7047729492188
